timestamp,avg_dynamic_energy,total_energy,n_dynamic,n_workspace
2025-09-10T08:46:13.264088,59.41615295410156,10831424.0,182226,256
2025-09-10T08:46:13.694492,59.36162185668945,10821483.0,182226,256
2025-09-10T08:46:14.154452,59.305965423583984,10811558.0,182230,256
2025-09-10T08:46:14.619227,59.25117874145508,10801597.0,182230,256
2025-09-10T08:46:15.089331,59.195430755615234,10791662.0,182234,256
2025-09-10T08:46:15.551346,59.14033126831055,10781606.0,182234,256
2025-09-10T08:46:16.021924,59.08424758911133,10771610.0,182238,256
2025-09-10T08:46:16.491409,59.028873443603516,10761506.0,182238,256
2025-09-10T08:46:16.957386,58.97237014770508,10751434.0,182242,256
2025-09-10T08:46:17.420236,58.9167366027832,10741282.0,182242,256
2025-09-10T08:46:17.893677,58.859981536865234,10731159.0,182246,256
2025-09-10T08:46:18.354384,58.804046630859375,10720955.0,182246,256
2025-09-10T08:46:18.820978,58.74686050415039,10710754.0,182250,256
2025-09-10T08:46:19.293800,58.690650939941406,10700499.0,182250,256
2025-09-10T08:46:19.784198,58.63404083251953,10690284.0,182252,256
2025-09-10T08:46:20.255969,58.57759475708008,10679987.0,182252,256
2025-09-10T08:46:20.722582,58.520530700683594,10669753.0,182255,256
2025-09-10T08:46:21.175836,58.463802337646484,10659397.0,182255,256
2025-09-10T08:46:21.662183,58.40602111816406,10649089.0,182259,256
2025-09-10T08:46:22.134122,58.34901809692383,10647650.0,182259,256
2025-09-10T08:46:22.556462,58.291439056396484,10637319.0,182262,256
2025-09-10T08:46:22.969176,58.234195709228516,10626870.0,182262,256
2025-09-10T08:46:23.427762,58.17585754394531,10616459.0,182266,256
2025-09-10T08:46:23.892095,58.11829376220703,10605952.0,182266,256
2025-09-10T08:46:24.362735,58.063133239746094,10595591.0,182261,256
2025-09-10T08:46:24.791913,58.00537872314453,10585051.0,182261,256
2025-09-10T08:46:25.282590,57.96274185180664,10575008.0,182222,256
2025-09-10T08:46:25.735154,57.905006408691406,10564472.0,182222,256
2025-09-10T08:46:26.251712,57.86091613769531,10554405.0,182187,256
2025-09-10T08:46:26.709290,57.80313491821289,10543860.0,182187,256
2025-09-10T08:46:27.187921,57.75829315185547,10525971.0,182154,256
2025-09-10T08:46:27.639106,57.70048522949219,10515425.0,182154,256
2025-09-10T08:46:28.125910,57.65675735473633,10505376.0,182118,256
2025-09-10T08:46:28.594988,57.59894561767578,10494831.0,182118,256
2025-09-10T08:46:29.077241,57.55563735961914,10484802.0,182081,256
2025-09-10T08:46:29.543918,57.497806549072266,10474259.0,182081,256
2025-09-10T08:46:30.011099,57.455230712890625,10463207.0,182042,256
2025-09-10T08:46:30.450882,57.39741897583008,10452644.0,182042,256
2025-09-10T08:46:30.930952,57.35927200317383,10442759.0,181991,256
2025-09-10T08:46:31.404681,57.30155944824219,10432243.0,181991,256
2025-09-10T08:46:31.887052,57.260562896728516,10422307.0,181948,256
2025-09-10T08:46:32.357926,57.20286560058594,10411796.0,181948,256
2025-09-10T08:46:32.828792,57.1573371887207,10401727.0,181917,256
2025-09-10T08:46:33.302881,57.099613189697266,10391210.0,181917,256
2025-09-10T08:46:33.784228,57.05358123779297,10381116.0,181887,256
2025-09-10T08:46:34.252572,56.995826721191406,10370596.0,181887,256
2025-09-10T08:46:34.731856,56.95308303833008,10360588.0,181848,256
2025-09-10T08:46:35.203512,56.895320892333984,10350107.0,181848,256
2025-09-10T08:46:35.677448,56.85789489746094,10340274.0,181795,256
2025-09-10T08:46:36.154108,56.800235748291016,10329780.0,181795,256
2025-09-10T08:46:36.627151,56.756134033203125,10319763.0,181760,256
2025-09-10T08:46:37.107985,56.69847106933594,10309270.0,181760,256
2025-09-10T08:46:37.578252,56.65275192260742,10299196.0,181729,256
2025-09-10T08:46:38.053233,56.59502410888672,10288686.0,181729,256
2025-09-10T08:46:38.530363,56.55493927001953,10278788.0,181683,256
2025-09-10T08:46:39.002090,56.49726867675781,10268295.0,181683,256
2025-09-10T08:46:39.474868,56.45318603515625,10258298.0,181648,256
2025-09-10T08:46:39.949470,56.39550018310547,10247811.0,181648,256
2025-09-10T08:46:40.424594,56.3505973815918,10237780.0,181615,256
2025-09-10T08:46:40.897243,56.29287338256836,10227286.0,181615,256
2025-09-10T08:46:41.372971,56.25238037109375,10217386.0,181570,256
2025-09-10T08:46:41.850569,56.1947135925293,10206905.0,181570,256
2025-09-10T08:46:42.326317,56.15230941772461,10196940.0,181530,256
2025-09-10T08:46:42.802843,56.094669342041016,10186470.0,181530,256
2025-09-10T08:46:43.344807,56.052520751953125,10176507.0,181489,256
2025-09-10T08:46:43.814420,55.99489212036133,10166033.0,181489,256
2025-09-10T08:46:44.295153,55.953948974609375,10156128.0,181445,256
2025-09-10T08:46:44.764334,55.896366119384766,10145667.0,181445,256
2025-09-10T08:46:45.248129,55.85297393798828,10135715.0,181408,256
2025-09-10T08:46:45.717599,55.79541015625,10125258.0,181408,256
2025-09-10T08:46:46.194786,55.75086975097656,10115270.0,181374,256
2025-09-10T08:46:46.667393,55.69326400756836,10104812.0,181374,256
2025-09-10T08:46:47.141010,55.65086364746094,10094881.0,181334,256
2025-09-10T08:46:47.617724,55.593292236328125,10084431.0,181334,256
2025-09-10T08:46:48.089582,55.54867172241211,10074435.0,181300,256
2025-09-10T08:46:48.538028,55.4910774230957,10063983.0,181300,256
2025-09-10T08:46:48.955203,55.44789123535156,10054031.0,181262,256
2025-09-10T08:46:49.374851,55.390262603759766,10043576.0,181262,256
2025-09-10T08:46:49.835216,55.347412109375,10033636.0,181223,256
2025-09-10T08:46:50.307680,55.28982925415039,10023185.0,181223,256
2025-09-10T08:46:50.782827,55.24855422973633,10013335.0,181180,256
2025-09-10T08:46:51.261317,65.19102478027344,11814686.0,181180,256
2025-09-10T08:46:51.743688,65.13214874267578,11804264.0,181184,256
2025-09-10T08:46:52.176766,65.07431030273438,11793779.0,181184,256
2025-09-10T08:46:52.646129,65.01524353027344,11783317.0,181188,256
2025-09-10T08:48:51.962799,24.92006492614746,4597325.5,184320,256
2025-09-10T08:48:52.429719,24.866621017456055,4587494.0,184320,256
2025-09-10T08:48:52.979109,24.813045501708984,4577605.5,184320,256
2025-09-10T08:48:53.468785,24.759342193603516,4567692.5,184320,256
2025-09-10T08:48:53.931173,24.705507278442383,4557755.0,184320,256
2025-09-10T08:48:54.394108,24.651535034179688,4547835.0,184320,256
2025-09-10T08:48:54.855528,24.59740447998047,4537804.0,184320,256
2025-09-10T08:48:55.276197,24.543128967285156,4527869.0,184320,256
2025-09-10T08:48:55.742409,24.488731384277344,4517862.5,184320,256
2025-09-10T08:48:56.220430,24.4341983795166,4507842.0,184320,256
2025-09-10T08:48:56.682194,24.379535675048828,4497733.0,184320,256
2025-09-10T08:48:57.148015,24.324737548828125,4487618.0,184320,256
2025-09-10T08:48:57.626106,24.269775390625,4477474.0,184320,256
2025-09-10T08:48:58.094445,24.214677810668945,4467305.5,184320,256
2025-09-10T08:48:58.559100,24.15945053100586,4471174.5,184320,256
2025-09-10T08:48:59.034388,24.10613441467285,4461098.5,184309,256
2025-09-10T08:48:59.503867,24.050718307495117,4450872.0,184309,256
2025-09-10T08:48:59.979334,24.00286865234375,4454865.5,184269,256
2025-09-10T08:49:00.483635,23.947420120239258,4457432.0,184269,256
2025-09-10T08:49:00.967547,23.90268325805664,4448815.5,184212,256
2025-09-10T08:49:01.443612,23.84734344482422,4452394.0,184212,256
2025-09-10T08:49:01.910116,23.801603317260742,4442740.5,184161,256
2025-09-10T08:49:02.387207,23.746337890625,4432558.5,184161,256
2025-09-10T08:49:02.825218,23.701400756835938,4422944.0,184106,256
2025-09-10T08:49:03.272137,23.646198272705078,4412782.0,184106,256
2025-09-10T08:49:03.761154,23.6014347076416,4403205.5,184050,256
2025-09-10T08:49:04.236385,23.546340942382812,4393054.0,184050,256
2025-09-10T08:49:04.709944,23.503206253051758,4383622.0,183986,256
2025-09-10T08:49:05.169797,23.448265075683594,4373542.0,183986,256
2025-09-10T08:49:05.656030,23.404882431030273,4364055.0,183924,256
2025-09-10T08:49:06.131019,23.35006332397461,4353956.0,183924,256
2025-09-10T08:49:06.611290,23.310867309570312,4344777.0,183840,256
2025-09-10T08:49:07.077706,23.25635528564453,4334744.0,183840,256
2025-09-10T08:49:07.551969,23.21462631225586,4325456.0,183771,256
2025-09-10T08:49:08.026874,23.160310745239258,4315438.0,183771,256
2025-09-10T08:50:47.268647,24.954694747924805,4617508.0,184320,256
2025-09-10T08:50:47.727542,24.901256561279297,4609084.0,184320,256
2025-09-10T08:50:48.163540,24.84768295288086,4600574.0,184320,256
2025-09-10T08:50:48.629996,24.79397964477539,4592032.5,184320,256
2025-09-10T08:50:49.106518,24.740142822265625,4583562.0,184320,256
2025-09-10T08:50:49.574192,24.686168670654297,4574979.0,184320,256
2025-09-10T08:50:50.020223,24.632036209106445,4566363.5,184320,256
2025-09-10T08:50:50.495909,24.57776641845703,4557717.0,184320,256
2025-09-10T08:50:50.962945,24.523366928100586,4549054.5,184320,256
2025-09-10T08:50:51.430824,24.469045639038086,4540393.0,184319,256
2025-09-10T08:50:51.886945,24.414396286010742,4531682.0,184319,256
2025-09-10T08:50:52.363063,24.359609603881836,4522939.0,184319,256
2025-09-10T08:50:52.838047,24.304662704467773,4514188.0,184319,256
2025-09-10T08:50:53.303249,24.24957847595215,4505387.0,184319,256
2025-09-10T08:50:53.770376,24.194366455078125,4496579.0,184319,256
2025-09-10T08:50:54.239777,24.139760971069336,4487790.5,184315,256
2025-09-10T08:50:54.714518,24.084312438964844,4478928.0,184315,256
2025-09-10T08:50:55.190298,24.037981033325195,4470597.5,184267,256
2025-09-10T08:50:55.691005,23.9825439453125,4461748.0,184267,256
2025-09-10T08:50:56.104745,23.936323165893555,4453426.5,184218,256
2025-09-10T08:50:56.540540,23.880945205688477,4444599.5,184218,256
2025-09-10T08:50:57.007176,33.825439453125,6277910.5,184218,256
2025-09-10T08:50:57.467600,33.76979064941406,6269024.0,184218,256
2025-09-10T08:50:57.925165,43.714019775390625,8102292.5,184218,256
2025-09-10T08:50:58.397510,43.65806198120117,8093363.0,184218,256
2025-09-10T08:50:58.866779,53.60111618041992,9926649.0,184222,256
2025-09-10T08:50:59.310053,83.54492950439453,15444304.0,184222,256
2025-09-10T08:50:59.779671,103.48657989501953,19119780.0,184226,256
2025-09-10T08:51:00.257838,103.43014526367188,19110740.0,184226,256
2025-09-10T08:51:00.730838,103.37173461914062,19101782.0,184230,256
2025-09-10T08:51:01.171232,123.3149642944336,22777432.0,184230,256
